latin_name,english_name,french_name,url,light_from,light_to,bloom_start,bloom_end,soil_humidity_min,soil_humidity_max,min_height,max_height,size,stratification_detail,stratification_duration,sowing_depth,sowing_period,sharing_priority,harvesting_start,harvesting_end,harvesting_indicator,harvesting_mean,seed_head,remove_non_seed_material,viability_test,seed_storage,one_cultivar,packaging_measure,dormancy,seed_preparation,hyperlink,envelope_label_link,harvesting_video_link,seed_picture_link,pods_seed_head_picture_link,seed_storage_label_info,notes,germinate_easy,rock_garden,rain_garden,pond_edge,shoreline_rehab,container_suitable,ground_cover,garden_edge,woodland_garden,wind_break_hedge,erosion_control
Asclepias incarnata,Swamp milkweed ,Asclépiade incarnate,https://www.prairiemoon.com/asclepias-incarnata-rose-milkweed-prairie-moon-nursery.html,Full Sun,Part Shade,7,8,Medium,Wet,48,60,"4-5’ tall, 2-3’ wide",Cold moist 30d,30,Just below surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,8,Pods are slightly open and seeds inside are dark,Use hand to detach from main stem,Fluff,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=ASCLEPIAS%20INCARNATA,https://docs.google.com/document/d/1VXhumU3E0C7it-1j-UGl1jQy0rPXSyeMxaXQCc8RAnA/edit,https://www.youtube.com/watch?v=gnM0mNAlHOA,,,,"While there is a white variant, it's extremely rare. Typically white swamp milkweed is a cultivar.",1,,,,,1,,,,,
Asclepias syriaca,Common milkweed ,Asclépiade commune,https://www.prairiemoon.com/asclepias-syriaca-common-milkweed,Full Sun,Part Shade,6,8,Dry,Medium,24,36,"2-3’ tall, 0.75-1’ wide",Cold moist 30d,30,¼”,,"No thanks, we have enough already",8,8,Pods are slightly open and seeds inside are dark,Use hand to detach from main stem,Fluff,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=ASCLEPIAS%20SYRIACA,https://docs.google.com/document/d/1butdJQn124agYFR1nXZxvBkatZsayJuTg_TP22Bctac/edit,https://www.youtube.com/watch?v=QeTcSW72Kd4&t=2s,,,,,,,,,,,,,,,
Asclepias tuberosa,Butterfly milkweed ,Asclépiade tubéreuse,https://www.prairiemoon.com/asclepias-tuberosa-butterfly-weed-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Dry,Medium,36,36,"2-3’ tall, 0.75-1’ wide",Cold moist 30d,30,Just below surface,,1 - Give in priority,9,9,Pods are slightly open and seeds inside are dark,Use hand to detach from main stem,Fluff,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=ASCLEPIAS%20TUBEROSA,https://docs.google.com/document/d/1ip_SUH2Lmy0yncQs1qMdr3UwS1KdiUDItu8MIN3AsqE/edit,https://www.youtube.com/watch?v=kw9YOyYal98&t=5s,,,,,1,,,,,,,,,,
Asclepias verticillata,Whorled milkweed ,Asclépiade verticillée,https://www.wildflower.org/plants/result.php?id_plant=asve,Full Sun,Part Shade,7,9,Dry,Medium,12,30,"1-2.5’ tall, 1-2’ wide",Cold moist 30d,30,Just below surface,,1 - Give in priority,9,9,Pods are slightly open and seeds inside are dark,Use hand to detach from main stem,Fluff,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://www.prairiemoon.com/asclepias-verticillata-whorled-milkweed,https://docs.google.com/document/d/1W1x1fTfNdQumiZ7jwqOKrFFr_3peaacLZee9kb7j3zU/edit,,,,,The fruit is dry and splits open when ripe,,,,,,,,,,,
Asimina triloba,Pawpaw ,Asiminier trilobé,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b500,Full Sun,Part Shade,4,5,Medium,,180,360,"15-30’ tall, 15-30’ wide",Cold moist 90d,90,1”,,1 - Give in priority,9,10,Berries are ripen and easily fall off or have fallen off,"Put berries through strainer to separate seeds, then rinse with water",Berry,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=ASIMINA%20TRILOBA,https://docs.google.com/document/d/1xi2EBdI2yu3NV_TdY_eGRpWKmfX9wt6QkYUWoI7U2mM/edit?usp=sharing,,,,Keep seeds moist in fridge,Collect only ripe fruits that have begun to turn yellowish and soften somewhat.,,,,,,,,,,,
Astragalus canadensis,Canada milk-vetch ,Astragale du Canada,https://www.prairiemoon.com/astragalus-canadensis-canada-milk-vetch-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Dry,Medium,36,36,"3’ tall, 1.5-2.5’ wide",Cold moist 10d,10,⅛”,,1 - Give in priority,8,9,Pods are brown and slightly open,"Open the pod, remove seeds",Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,Needs scarification if started in fridge,https://wildplantsfromseed.com/html/speciesdata.php?name=ASTRAGALUS%20CANADENSIS,https://docs.google.com/document/d/1knulRQ91xvaIqRiuhoN2jKG7s7MRbN06__yp5TxsZIY/edit?usp=sharing,,,,,,,,,,,,,,,,
Bidens cernua,Nodding beggarticks ,Bident penché,https://www.prairiemoon.com/bidens-cernua-nodding-bur-marigold-prairie-moon-nursery.html,Full Sun,,6,9,Wet,,36,36,"3’ tall, 1.5-2’ wide",Cold moist 60d,60,Just below surface,,"No thanks, we have enough already",9,10,Seeds easily fall off when you gently pull them off,Shake into paper bag,Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=BIDENS%20CERNUA,https://docs.google.com/document/d/1Z70ZwnBY42X9BIlSmLIGA94ZSIdUJ1e7Xi2IXkyeLKo/edit?usp=sharing,,,,,,,,,,,,,,,,
Bidens frondosa,Devil's beggarticks ,Bident feuillu,https://www.prairiemoon.com/bidens-frondosa-common-beggarticks-prairie-moon-nursery.html,Full Sun,Full Shade,8,10,Wet,,36,36,"3’ tall, 1-1.5’ wide",Cold moist 60d,60,⅛”,,"No thanks, we have enough already",10,12,Seeds easily fall off when you gently pull them off,Shake into paper bag,Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/1iRR5gbL1_9bYHRyyx1IarRirpdVUuXQd4VeLiaGqWYQ/edit?usp=sharing,,,,,,,,,,,,,,,,
Blephilia ciliata,Downy wood mint ,Bléphilie ciliée,https://www.prairiemoon.com/blephilia-ciliata-downy-wood-mint-prairie-moon-nursery.html,Full Sun,Part Shade,6,7,Dry,Medium,12,30,"1-2.5’ tall, 0.75-1.5’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,7,8,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/11JSUIUnmEnpIZCEc39jPJ_m2Uk2G8BC7haHMZHSZuqY/edit?sharingaction=ownershiptransfer,,,,,,,,,,,,,,,,
Blephilia hirsuta,Hairy wood mint ,Bléphilie hirsute,https://www.prairiemoon.com/blephilia-hirsuta-hairy-wood-mint-prairie-moon-nursery.html,Part Shade,,6,9,Medium,,12,36,"1-3’ tall, 0.75-1.5’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,8,10,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,,https://docs.google.com/document/d/1txVeaJL7nZxEDLvyMhgGeSmGV35jAut34dM9SDWKNJM/edit?usp=sharing,,,,,,,,,,,,,,,,
Boehmeria cylindrica,Small-spike false nettle ,Boehméria cylindrique,https://www.prairiemoon.com/boehmeria-cylindrica-smallspike-false-nettle-prairie-moon-nursery.html,Part Shade,,6,8,Medium,Wet,24,36,"2-3’ tall, 1.5-2’ wide",,,Surface,Direct sow in spring in warm soil,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,10,Seeds easily fall off when you gently pull them off,Shake into paper bag,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,,https://docs.google.com/document/d/1WhW9p-Ato37vJrHImuOGwPr9MBZ_msRx1ra8XktCU1g/edit?usp=sharing,,,,,,,,,,,,,,,,
Bouteloua curtipendula,Side-oats grama ,Grand boutelou,https://www.prairiemoon.com/bouteloua-curtipendula-side-oats-grama-prairie-moon-nursery.html,Full Sun,,7,8,Dry,Medium,18,30,"1.5-2.5’ tall, 1-2’ wide",,,Just below surface,Late spring in warm soil,1 - Give in priority,9,10,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=BOUTELOUA%20CURTIPENDULA,https://docs.google.com/document/d/1QD8ew1cEAQIvrencP_EsGbHRAbnlm6FN1nvBbTpjtgU/edit,,,,,,,,,,,,,,,,
Bromus kalmii,Kalm's brome,Brome de Kalm,https://www.wildflower.org/plants/result.php?id_plant=brka2,Full Sun,Part Shade,7,9,Medium,,24,36,"2-3’ tall, 1-1.5’ wide",,,Just below surface,Direct sow in late spring in warm soil,1 - Give in priority,9,9,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=BROMUS%20KALMII,https://docs.google.com/document/d/1Ij8knP4XtahUJnzdGV3nbnHl6FHkTB9ZIY1zJNHUB9o/edit?sharingaction=ownershiptransfer&tab=t.0,,,,,,,,,,,,,,,,
Bromus pubescens,Hairy woodland brome ,Brome pubescent,https://www.prairiemoon.com/bromus-pubescens-hairy-wood-chess,Part Shade,Full Shade,6,8,Medium,,36,60,"3-5’ tall, 1.5-2’ wide",Cold moist 30d,30,,,1 - Give in priority,8,8,Seeds easily fall off when you gently pull them off,,Head,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,https://www.prairiemoon.com/bromus-pubescens-hairy-wood-chess,https://docs.google.com/document/d/1k4nk9aTMORqy6Bo_HSmp2b-FBM4LUdaXI_WgIxc6hHk/edit?usp=sharing,,,,,,,,,,,,,,,,
Calamagrostis canadensis,Bluejoint reedgrass,Calamagrostide du Canada,https://www.prairiemoon.com/calamagrostis-canadensis-blue-joint-grass-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Medium,Wet,36,60,"3-5’ tall, 2-3’ wide",,,Surface,Direct sow in late spring in warm soil,1 - Give in priority,8,10,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/1w17RbSuzbk5iSl6WClCE2ENn0wUqsQwsIHJOhyo5XqM/edit?usp=sharing,,,,,,,,,,1,,,,,,
Caltha palustris,Yellow marsh marigold ,Populage des marais,https://www.prairiemoon.com/caltha-palustris-marsh-marigold-prairie-moon-nursery.html,Full Sun,Part Shade,4,6,Wet,,12,24,"1-2’ tall, 1-1.5’ wide",Cold moist 90d,90,¼”,,1 - Give in priority,6,6,Pods are open,"Open the pod, remove seeds",Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=CALTHA%20PALUSTRIS,https://docs.google.com/document/d/1lszuJkmX4VKwXqSVxWrkYDFlFfg0I25VshL8Cm163Xo/edit?usp=sharing,https://youtu.be/1RvUfx4H408?si=KEgomnYG7floq-EQ,,https://drive.google.com/file/d/1ZNWvRr31G039ZWahdo3P4zS2xajHao-0/view?usp=sharing,Keep seeds moist in fridge,,,,,,,,,,,,
Campanula rotundifolia,Bluebell of Scotland/Harebell ,Campanule à feuilles rondes,https://www.prairiemoon.com/campanula-rotundifolia-harebell-prairie-moon-nursery.html,Full Sun,Part Shade,6,9,Dry,Medium,,12,"12” tall, 6-8"" wide",Cold moist 30d,30,Surface,,1 - Give in priority,7,7,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=CAMPANULA%20GIESECKEANA,https://docs.google.com/document/d/1XOsnrrA-AsQPYF_RiOY0htABRPrAhMu7V3crNSqHWBc/edit#heading=h.p69k1pnz2i1f,https://www.youtube.com/watch?v=OOdzrAliH1c,,,,"Ripening: the main ripening period is late July - mid August, but capsules ripen sequentially so mature ones may be present in small numbers into early fall.",1,,,,,,,,,,
Campanulastrum americanum,American bellflower ,Campanule d'Amérique,https://www.prairiemoon.com/campanula-americana-tall-bellflower-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Medium,,36,72,"3-6’ tall, 1-2’ wide",Cold moist 30d,30,Surface,,1 - Give in priority,9,9,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/1Qz_vl5PuBPXljUIUuepz1Bwf7eD46m103ereDugV-C4/edit?usp=sharing,,,,,,1,,,,,,,,,,
Campsis radicans,,,,,,,,,,,,,,,,,3 - Do not donate,,0,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,,,,,,,,,,,,,,,,,,
Capnoides sempervirens,Pink corydalis ,Corydale toujours verte,https://www.prairiemoon.com/corydalis-sempervirens-pale-corydalis-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Dry,,12,24,1-2’ tall,Cold moist 30d,30,Just below surface,,1 - Give in priority,5,10,Pods are slightly open and seeds inside are dark,"Open the pod, remove seeds",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=CAPNOIDES%20SEMPERVIRENS,https://docs.google.com/document/d/1cXwWUJzYO3jQkVUPiPWAuH3soR9RyWTGBy2iZwfVuYk/edit,https://youtube.com/shorts/rFsEQpvWz60?si=Qe14w8GyDL4qMEoL,,,,Ripening: Capsules mature rapidly and ripe ones can be encountered at any time from May - October.,1,,,,,,,,,,
